Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating
Tiger Woods PGA Tour 09,X360,2008,Sports,0.65,84,41,7.8,E
Afrika,PS3,2008,Adventure,0.22,63,12,6.2,E10+
Baroque,Wii,2008,Role-Playing,0.07,50,22,8.1,T
Hellboy: The Science of Evil,PS3,2008,Action,0.17,47,23,6.1,T
Skate it,Wii,2008,Sports,0.58,70,37,8.4,E
007: Quantum of Solace,Wii,2008,Action,0.65,54,11,7.5,T
Armored Core: For Answer,X360,2008,Simulation,0.15,64,22,7.7,T
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,1.25,63,64,6.9,M
Summer Sports: Paradise Island,Wii,2008,Sports,0.53,46,7,4.6,E
Agatha Christie: And Then There Were None,Wii,2008,Adventure,0.07,50,23,6.2,T
Bolt,PS3,2008,Adventure,0.19,59,11,6.8,E10+
Hellboy: The Science of Evil,PSP,2008,Action,0.04,42,14,7.1,T
The History Channel: Battle for the Pacific,PS3,2008,Shooter,0.07,36,7,2.4,T
BioShock,PS3,2008,Shooter,1.42,94,51,8.7,M
Need For Speed: Undercover,Wii,2008,Racing,0.64,54,12,6.2,T
Guitar Hero: Aerosmith,X360,2008,Misc,1.23,70,59,6.7,T
Emergency Heroes,Wii,2008,Racing,0.47,41,12,4.2,E10+
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,0.04,78,14,7.7,E10+
Star Wars: The Force Unleashed,PS2,2008,Action,1.25,68,7,7.4,T
Big Beach Sports,Wii,2008,Sports,1.66,44,17,8,E
Ninja Gaiden: Dragon Sword,DS,2008,Action,0.21,83,52,7.8,T
Need For Speed: Undercover,PS3,2008,Racing,2.05,59,40,5.9,T
FaceBreaker,X360,2008,Fighting,0.19,54,57,6.3,T
Far Cry 2,PS3,2008,Action,1.38,85,49,6.4,M
Saints Row 2,PS3,2008,Action,1.68,82,50,7.9,M
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,1.37,77,12,8.4,E10+
You're in the Movies,X360,2008,Misc,0.48,55,21,5.5,E
Hammerin' Hero,PSP,2008,Action,0.07,73,19,7.3,E10+
Iron Man,Wii,2008,Action,0.59,44,14,7,T
Insecticide,DS,2008,Action,0.06,55,23,7,E10+
Condemned 2: Bloodshot,X360,2008,Action,0.63,80,76,8.4,M
Carnival Games,DS,2008,Misc,2.03,48,11,3.3,E
Far Cry 2,PC,2008,Action,0.48,85,34,5.8,M
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,2.03,73,24,7.7,E10+
Need For Speed: Undercover,X360,2008,Racing,1.68,64,62,5.9,T
Alone in the Dark,X360,2008,Adventure,0.48,58,53,5.7,M
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,0.05,58,30,6.3,T
Naruto: The Broken Bond,X360,2008,Action,0.59,80,34,7.8,T
Valkyria Chronicles,PS3,2008,Role-Playing,1.27,86,60,8.6,T
Lux-Pain,DS,2008,Adventure,0.04,48,33,6.2,T
The Legend of Kage 2,DS,2008,Action,0.07,70,21,6.3,E10+
Dark Sector,X360,2008,Shooter,0.48,72,71,7.5,M
MLB Power Pros 2008,PS2,2008,Sports,0.15,67,9,8.5,E
Lost Planet: Extreme Condition,PS3,2008,Shooter,0.64,67,34,7,T
Iron Man,PSP,2008,Action,0.63,44,7,6.5,T
Dead Space,X360,2008,Action,1.4,89,79,8.7,M
Age of Empires: Mythologies,DS,2008,Strategy,0.21,78,28,6.9,E10+
SBK Superbike World Championship,X360,2008,Racing,0.21,63,17,8,E10+
Backyard Baseball '09,Wii,2008,Sports,0.04,37,4,7.8,E
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,0.05,67,24,6.8,E
Baja: Edge of Control,PS3,2008,Racing,0.21,61,21,5,E
Lost: Via Domus,X360,2008,Action,0.58,55,50,6.4,T
NBA 09: The Inside,PS3,2008,Sports,0.15,63,17,5.1,E
NCAA Football 09,PS3,2008,Sports,0.58,81,20,7.3,E
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,0.53,47,5,5.4,E
Spider-Man: Web of Shadows,PS2,2008,Action,0.21,69,4,4.1,E10+
The Dark Spire,DS,2008,Role-Playing,0.04,69,23,7.7,E10+
Tomb Raider: Underworld,DS,2008,Action,0.19,70,9,8.4,T
Tomb Raider: Underworld,PS3,2008,Action,1.26,75,42,7.2,T
We Ski,Wii,2008,Sports,1.67,67,32,8.5,E
Top Spin 3,Wii,2008,Action,0.58,68,18,5.7,E
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,0.53,69,13,7.6,E10+
Infinite Undiscovery,X360,2008,Role-Playing,0.7,68,60,7,T
Disney Sing It,X360,2008,Misc,0.43,53,10,5.2,E
Line Rider 2: Unbound,DS,2008,Puzzle,0.08,59,23,5.6,E
Madden NFL 09 All-Play,Wii,2008,Sports,0.83,82,19,7.2,E
Ninja Gaiden II,X360,2008,Action,1.01,81,74,8,M
Castlevania: Order of Ecclesia,DS,2008,Platform,0.36,85,46,8.7,T
Dragon Ball Z: Infinite World,PS2,2008,Fighting,0.36,48,17,7.9,T
Animal Crossing: City Folk,Wii,2008,Simulation,4.62,73,50,7.6,E
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,0.37,55,12,5.7,T
Wall-E,Wii,2008,Platform,1.01,51,18,3.6,E
Rune Factory: Frontier,Wii,2008,Role-Playing,0.37,79,34,8.5,E10+
WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,0.83,79,18,8.5,T
Rock Band 2,Wii,2008,Misc,1.02,92,10,7.7,T
Crysis: Warhead,PC,2008,Shooter,0.02,84,56,7.9,M
Sid Meier's Civilization Revolution,X360,2008,Strategy,0.83,84,55,7.8,E10+
Dragon Ball: Origins,DS,2008,Action,0.12,78,18,7.5,T
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,0.12,55,24,8,M
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,0.09,72,45,7,T
Fable II,X360,2008,Role-Playing,4.27,89,95,6.5,M
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,0.82,90,47,8.9,M
Sonic Unleashed,PS3,2008,Platform,1.02,54,24,7.9,E10+
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,0.02,85,24,8.2,T
Tecmo Bowl: Kickoff,DS,2008,Sports,0.11,66,21,7.3,E
echochrome,PSP,2008,Puzzle,0.09,79,28,7.7,E
Rygar: The Battle of Argus,Wii,2008,Action,0.09,52,29,7,T
Warriors Orochi 2,PSP,2008,Action,0.29,56,14,7.5,T
Zoo Tycoon 2 DS,DS,2008,Strategy,0.29,60,17,5.4,E
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,0.85,71,32,7.2,T
LocoRoco 2,PSP,2008,Platform,0.35,85,55,8.4,E
FlatOut: Head On,PSP,2008,Racing,0.29,74,28,8.2,T
Peggle Nights,PC,2008,Puzzle,0.02,76,15,8.1,E
Harvest Moon: Magical Melody,Wii,2008,Simulation,0.29,69,14,8.8,E
Warhammer: Battle March,X360,2008,Strategy,0.11,55,30,6.7,M
Family Party: 30 Great Games,Wii,2008,Misc,0.09,42,10,1,E10+
Emergency Mayhem,Wii,2008,Racing,0.02,40,21,4.3,T
Tiger Woods PGA Tour 09,PSP,2008,Sports,0.36,53,4,5.5,E
Haze,PS3,2008,Shooter,0.99,55,65,6.5,M
The Legendary Starfy,DS,2008,Platform,0.85,75,25,8.4,E
Turning Point: Fall of Liberty,X360,2008,Shooter,0.29,43,44,6.8,T
Fallout 3,X360,2008,Role-Playing,4.93,93,84,8.5,M
NFL Head Coach 09,X360,2008,Sports,0.11,67,14,8.4,E
Legendary,PC,2008,Shooter,0.02,50,23,6.6,M
Tom Clancy's EndWar,PSP,2008,Strategy,0.11,68,7,5.9,T
NHL 09,PC,2008,Sports,0.02,62,6,4.1,E10+
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,0.36,63,5,7.1,T
Prince of Persia,X360,2008,Action,1.01,81,73,7,T
Zubo,DS,2008,Misc,0.11,75,19,7.6,E10+
Spider-Man: Web of Shadows,PC,2008,Action,0.02,52,11,7.8,T
Raiden IV,X360,2008,Shooter,0.12,63,4,7.8,E10+
Kung Fu Panda,PC,2008,Action,0.02,71,11,7.8,E10+
Viking: Battle for Asgard,PS3,2008,Action,0.38,65,38,7.4,M
Sega Superstars Tennis,PS2,2008,Sports,0.38,70,9,8.3,E10+
The Club,X360,2008,Shooter,0.27,76,63,6.8,M
Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,0.38,72,20,8.4,T
Space Invaders Extreme,PSP,2008,Shooter,0.09,84,29,6.8,E
Supreme Commander,X360,2008,Strategy,0.09,56,24,5.7,E10+
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,3.76,77,60,7.5,E10+
Brothers in Arms: Hell's Highway,PC,2008,Shooter,0.02,79,22,7.9,M
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,0.02,78,20,7.3,M
MotoGP 08,PS3,2008,Racing,0.39,65,21,6,E
Line Rider 2: Unbound,Wii,2008,Puzzle,0.02,62,12,6.4,E
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,0.12,59,8,7,E
Stronghold Crusader Extreme,PC,2008,Strategy,0.02,45,11,6.8,T
Guitar Hero: World Tour,Wii,2008,Misc,3.62,86,18,7.6,T
Condemned 2: Bloodshot,PS3,2008,Action,0.39,82,37,8.1,M
My Japanese Coach,DS,2008,Misc,0.27,59,4,6.7,E
Chessmaster: The Art of Learning,PSP,2008,Misc,0.12,64,4,8.4,E
George of the Jungle and the Search for the Secret,Wii,2008,Platform,0.02,35,10,4,E
Frontlines: Fuel of War,PC,2008,Shooter,0.02,73,19,6.9,T
Kenka Bancho: Badass Rumble,PSP,2008,Action,0.28,70,21,7.5,T
The Incredible Hulk,PS2,2008,Action,0.38,50,4,6,T
Ninja Reflex,Wii,2008,Action,0.12,49,26,6,E10+
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,0.12,74,42,7.9,T
Dream Pinball 3D,Wii,2008,Misc,0.14,54,8,7.6,E10+
Ben 10: Alien Force,Wii,2008,Action,0.8,45,6,7.8,E10+
Overlord: Raising Hell,PS3,2008,Action,0.12,72,35,7.7,T
Disney Sing It,PS3,2008,Misc,0.37,54,11,3.5,E
FIFA Soccer 09,PC,2008,Sports,0.02,77,15,6.8,E
Tom Clancy's EndWar,DS,2008,Strategy,0.09,69,11,5.8,T
NPPL: Championship Paintball 2009,X360,2008,Shooter,0.12,44,9,7.3,E10+
Siren: Blood Curse,PS3,2008,Action,0.27,78,42,8.1,M
Madagascar: Escape 2 Africa,PS2,2008,Action,0.38,56,4,5.8,E
Left 4 Dead,PC,2008,Shooter,0.02,89,58,9.2,M
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,1.03,77,36,7.7,E10+
Guitar Hero: Aerosmith,PS2,2008,Misc,0.79,71,11,6.3,T
Rock Revolution,X360,2008,Misc,0.27,38,28,5.1,T
Fallout 3,PS3,2008,Role-Playing,3.94,90,57,8,M
WWII Aces,Wii,2008,Simulation,0.27,41,7,5.4,T
Lock's Quest,DS,2008,Strategy,0.09,80,32,8.7,E
Guinness World Records: The Videogame,Wii,2008,Action,1.03,67,12,7,E10+
Spectral Force Genesis,DS,2008,Role-Playing,0.09,46,8,7,T
Mercenaries 2: World in Flames,PS2,2008,Shooter,0.38,49,10,7.4,T
Guitar Hero: Aerosmith,PS3,2008,Misc,0.99,70,39,5,T
Mercenaries 2: World in Flames,PS3,2008,Shooter,0.87,72,43,7.1,T
Call of Duty: World at War,PS3,2008,Shooter,5.39,85,45,7.6,M
MLB 08: The Show,PSP,2008,Sports,0.33,83,14,8.4,E
Patapon 2,PSP,2008,Misc,0.1,81,49,8.3,E
NFL Tour,X360,2008,Sports,0.1,49,35,3.1,E
FlatOut: Ultimate Carnage,PC,2008,Racing,0.01,79,16,7.7,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,0.94,78,37,7,T
Conflict: Denied Ops,PC,2008,Shooter,0.01,58,18,4.8,M
Phantasy Star Portable,PSP,2008,Role-Playing,0.94,64,38,7.8,T
Grand Theft Auto IV,X360,2008,Action,11.01,98,86,7.9,M
Sonic Riders: Zero Gravity,Wii,2008,Racing,0.91,56,26,8.1,E
Spider-Man: Web of Shadows,DS,2008,Action,0.1,77,12,7.5,E10+
Trauma Center: Under the Knife 2,DS,2008,Simulation,0.11,79,29,8.5,T
Monster Lab,Wii,2008,Role-Playing,0.31,73,11,8.4,E10+
Sonic Unleashed,X360,2008,Platform,0.95,60,50,7.8,E10+
Grand Theft Auto IV,PS3,2008,Action,10.5,98,64,7.5,M
My Weight Loss Coach,DS,2008,Sports,0.95,63,4,7.6,E
Banjo-Kazooie,X360,2008,Platform,0.01,77,17,8.2,E
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,0.1,62,19,8,T
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,0.31,62,35,7.2,E10+
de Blob,Wii,2008,Platform,0.96,82,48,8.6,E
Princess Debut,DS,2008,Misc,0.1,71,6,7.4,E
Pure,PS3,2008,Racing,0.89,83,43,7.8,E
Tom Clancy's EndWar,X360,2008,Strategy,0.91,77,63,7.2,T
FIFA Street 3,X360,2008,Sports,0.32,63,48,6.9,E
Mario Kart Wii,Wii,2008,Racing,35.52,82,73,8.3,E
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,0.93,76,48,8,M
Golden Axe: Beast Rider,PS3,2008,Action,0.32,44,30,5.6,M
Universe at War: Earth Assault,X360,2008,Action,0.1,66,44,8.3,T
SingStar Abba,PS3,2008,Misc,0.93,70,26,5.5,T
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,0.1,73,17,7.9,T
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,0.93,64,77,7.5,T
FIFA Street 3,PS3,2008,Sports,0.32,63,37,6.9,E
Madagascar: Escape 2 Africa,PC,2008,Action,0.01,58,6,8,E10+
Exit DS,DS,2008,Puzzle,0.1,64,25,6.7,E
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,0.1,65,12,7,E10+
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,0.1,41,19,5.3,E10+
Alone in the Dark,PC,2008,Adventure,0.01,55,19,5.7,M
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,0.92,79,47,7.1,T
The Witcher: Enhanced Edition,PC,2008,Role-Playing,0.32,86,30,8.5,M
Shaun White Snowboarding,PSP,2008,Sports,0.32,70,5,7.5,E10+
Golden Axe: Beast Rider,X360,2008,Action,0.33,45,33,5.8,M
Kung Fu Panda,Wii,2008,Action,0.91,70,20,6.7,E10+
Super Smash Bros. Brawl,Wii,2008,Fighting,12.84,93,81,8.9,T
MX vs. ATV Untamed,Wii,2008,Racing,0.33,70,7,8.3,E
Fracture,X360,2008,Shooter,0.33,63,60,6.2,T
Major League Baseball 2K8,PS3,2008,Sports,0.31,67,23,5.6,E
Call of Duty: World at War,DS,2008,Shooter,0.89,75,12,7.8,T
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,5.99,94,82,8.7,M
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,0.11,70,7,7,E
Dance Dance Revolution Universe 3,X360,2008,Simulation,0.3,65,6,7.7,E
LittleBigPlanet,PS3,2008,Platform,5.82,95,85,6.8,E
Enemy Territory: Quake Wars,PS3,2008,Shooter,0.35,60,30,6.4,T
Lost: Via Domus,PC,2008,Action,0.02,52,22,6,T
MotoGP 08,X360,2008,Racing,0.35,68,20,5.6,E
Pirates of the Burning Sea,PC,2008,Role-Playing,0.02,76,30,7.6,T
Pro Evolution Soccer 2008,PSP,2008,Sports,0.98,80,17,6.8,E
Midnight Club: LA Remix,PSP,2008,Racing,0.98,79,26,8.7,T
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,0.87,68,20,7.2,E10+
Little League World Series Baseball 2008,Wii,2008,Sports,0.09,70,8,8,E
GRID,X360,2008,Racing,0.87,87,62,7.9,E
Space Chimps,X360,2008,Platform,0.11,57,7,5.3,E10+
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,5.48,81,48,8.7,T
Cooking Mama: World Kitchen,Wii,2008,Simulation,0.87,62,17,4.9,E
Pimp My Ride,Wii,2008,Racing,0.11,26,4,3.8,T
Brothers in Arms: Hell's Highway,X360,2008,Shooter,0.87,76,65,8.3,M
Glory of Heracles,DS,2008,Role-Playing,0.29,69,23,7.3,E10+
Resident Evil Archives: Resident Evil,Wii,2008,Action,0.3,76,11,8.9,M
Grand Theft Auto IV,PC,2008,Action,0.88,90,40,6.6,M
Wall-E,PC,2008,Platform,0.02,58,6,6.8,E
Star Wars: The Force Unleashed,DS,2008,Action,0.88,61,8,5.5,T
Pokémon Platinum Version,DS,2008,Role-Playing,7.72,83,46,8.5,E
Hellboy: The Science of Evil,X360,2008,Action,0.11,44,31,5.7,T
NHL 09,PS3,2008,Sports,0.33,88,25,7.7,E10+
Star Ocean: Second Evolution,PSP,2008,Role-Playing,0.34,75,37,7.1,T
Dynasty Warriors: Gundam 2,PS2,2008,Action,0.34,52,8,6.5,T
Call of Duty: World at War,X360,2008,Shooter,7.38,84,84,7.6,M
FIFA Soccer 09 All-Play,Wii,2008,Sports,0.89,80,18,8.4,E
Fossil Fighters,DS,2008,Role-Playing,0.89,70,17,7.9,E
SimCity Creator,DS,2008,Simulation,0.34,69,16,7.3,E
Too Human,X360,2008,Role-Playing,0.78,65,80,7,T
Monopoly,PS3,2008,Misc,0.34,54,4,6.7,E
Turok,PC,2008,Action,0.01,65,16,6.5,M
Samba De Amigo,Wii,2008,Misc,0.88,68,43,8.1,E
Imperium Romanum,PC,2008,Strategy,0.02,63,19,7.5,E10+
Gears of War 2,X360,2008,Shooter,6.75,93,90,7.7,M
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,0.1,78,30,7.7,E
Death Jr.: Root of Evil,Wii,2008,Platform,0.11,71,14,8.1,T
A Vampyre Story,PC,2008,Adventure,0.02,75,33,8.5,T
Fallout 3,PC,2008,Role-Playing,0.98,91,48,7.9,M
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,0.88,74,55,7.3,E
Mushroom Men: Rise of the Fungi,DS,2008,Action,0.11,45,16,7.3,E
Obscure: The Aftermath,Wii,2008,Action,0.12,53,19,8.1,M
Rock Band 2,PS3,2008,Misc,1.49,91,24,7.9,T
007: Quantum of Solace,PC,2008,Action,0.03,70,18,6.3,T
Nitrobike,Wii,2008,Racing,0.13,49,22,7.1,E10+
Miami Nights: Singles in the City,DS,2008,Simulation,0.08,48,6,7.1,T
The Sims 2: Apartment Life,PC,2008,Simulation,0.09,75,10,7.7,T
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,0.75,72,9,6,T
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,1.07,75,32,8.6,T
Spider-Man: Web of Shadows,X360,2008,Action,0.4,68,57,8.6,T
Crash: Mind Over Mutant,DS,2008,Platform,0.42,45,12,5.8,E
MLB 08: The Show,PS2,2008,Sports,0.42,84,12,7.3,E
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,0.08,46,6,7.3,T
NASCAR 09,PS3,2008,Racing,0.25,65,22,7.5,E
NASCAR 09,X360,2008,Racing,0.25,69,32,7.8,E
Spore Creatures,DS,2008,Simulation,1.06,65,20,6.5,E
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,0.13,39,6,1.8,T
Rhythm Heaven,DS,2008,Misc,3.11,83,48,9,E
Toy Shop,DS,2008,Simulation,0.03,31,7,5.4,E
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,0.4,67,6,7,T
Wall-E,PS2,2008,Platform,0.75,67,8,8.4,E
Wall-E,PS3,2008,Platform,0.4,51,24,5,E
God of War: Chains of Olympus,PSP,2008,Action,3.18,91,79,8.6,M
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,0.26,46,5,3.6,E10+
MySims,PC,2008,Simulation,0.03,70,12,6.4,E
Bully: Scholarship Edition,X360,2008,Action,1.06,80,56,8.3,T
Sega Superstars Tennis,PS3,2008,Sports,0.4,67,31,7.4,E10+
Jumper: Griffin's Story,Wii,2008,Action,0.09,28,5,2.5,T
Legendary,X360,2008,Shooter,0.26,47,39,7.1,M
Dokapon Kingdom,Wii,2008,Role-Playing,0.13,73,11,8.3,E10+
Bully: Scholarship Edition,PC,2008,Action,0.03,72,11,7.5,T
Metal Slug 7,DS,2008,Shooter,0.14,70,38,7.4,T
Wii Music,Wii,2008,Misc,3.25,63,43,4.6,E
Warriors Orochi 2,PS2,2008,Action,0.13,52,9,8.5,T
AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,0.24,60,12,5.3,T
Turning Point: Fall of Liberty,PS3,2008,Shooter,0.24,42,28,5.5,T
LEGO Batman: The Videogame,DS,2008,Action,3.05,72,16,8,E10+
Tomb Raider: Underworld,X360,2008,Action,1.07,76,57,6.6,T
Tales of Vesperia,X360,2008,Role-Playing,0.74,79,67,8.2,T
Alone in the Dark: Inferno,PS3,2008,Adventure,0.13,69,25,5.6,M
SBK Superbike World Championship,PS3,2008,Racing,0.25,59,7,6.1,E10+
Knights in the Nightmare,DS,2008,Role-Playing,0.08,76,25,8.6,T
Ninjatown,DS,2008,Strategy,0.13,80,40,8.3,E
Kirby Super Star Ultra,DS,2008,Platform,2.92,76,40,8.8,E
Sega Superstars Tennis,X360,2008,Sports,2.89,67,45,6.8,E10+
GTR Evolution,PC,2008,Racing,0.03,83,19,8.2,E
Dynasty Warriors 6,PS2,2008,Action,0.25,43,7,5.4,T
Sins of a Solar Empire,PC,2008,Strategy,0.03,87,52,8.2,T
Bolt,X360,2008,Adventure,0.25,57,18,7.1,E10+
Legendary,PS3,2008,Shooter,0.13,50,31,7.1,M
Don King Presents: Prizefighter,X360,2008,Sports,0.25,56,45,6.4,T
Harvest Moon: Animal Parade,Wii,2008,Simulation,0.73,76,10,8.9,E
Raiden Fighters Aces,X360,2008,Shooter,0.08,73,11,7.5,E10+
Star Wars: The Force Unleashed,PSP,2008,Action,1.08,70,10,8.1,T
Spider-Man: Web of Shadows,Wii,2008,Action,0.25,63,20,6.9,T
Kung Fu Panda,X360,2008,Action,3.04,75,42,7.4,E10+
Star Wars: The Force Unleashed,X360,2008,Action,2.77,73,74,6.7,T
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,0.42,74,35,6.8,T
Secret Agent Clank,PSP,2008,Platform,0.13,72,56,7.8,E10+
Prince of Persia,PS3,2008,Action,1.07,85,59,7.3,T
GRID,PS3,2008,Racing,1.1,87,39,8.1,E
NBA Ballers: Chosen One,PS3,2008,Sports,0.14,54,23,6.5,E
Turok,X360,2008,Action,0.75,69,63,7.1,M
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,0.13,79,23,8.7,M
Saints Row 2,X360,2008,Action,3.03,81,75,8.1,M
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,0.08,60,28,7.8,T
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,0.25,38,7,6.8,T
1 vs. 100,DS,2008,Misc,0.08,38,5,3.2,E
NERF N-Strike,Wii,2008,Shooter,1.09,66,13,4.4,E10+
Jack Keane,PC,2008,Adventure,0.03,69,25,7,T
Professor Layton and the Unwound Future,DS,2008,Puzzle,3.26,86,62,9.2,E10+
MLB Power Pros 2008,Wii,2008,Sports,0.13,79,16,8.7,E
Sega Superstars Tennis,Wii,2008,Sports,1.05,71,24,7,E10+
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,0.78,68,10,7.8,E10+
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,0.24,62,17,8.2,M
Battle Fantasia,X360,2008,Fighting,0.09,71,22,6.6,T
Suikoden Tierkreis,DS,2008,Role-Playing,0.26,76,24,7.4,E10+
Lips,X360,2008,Misc,0.77,71,43,7.4,T
LEGO Batman: The Videogame,X360,2008,Action,3.38,76,49,7.9,E10+
The Incredible Hulk,PS3,2008,Action,0.26,55,26,6.8,T
Spider-Man: Web of Shadows,PS3,2008,Action,0.26,67,44,7.9,T
PDC World Championship Darts 2008,Wii,2008,Sports,0.24,51,18,5.4,E10+
Madden NFL 09,PS2,2008,Sports,1.49,67,4,7,E
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,0.26,82,17,8.9,E10+
Madden NFL 09,PSP,2008,Sports,0.71,68,8,6.5,E
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,0.02,86,54,7.9,T
Need for Speed: ProStreet,PSP,2008,Racing,0.77,57,14,7.1,E
Mirror's Edge,PS3,2008,Platform,1.13,79,66,7.8,T
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,0.08,73,22,9,T
NBA Live 09,X360,2008,Sports,0.71,77,32,7.4,E
X3: Terran Conflict,PC,2008,Simulation,0.03,73,16,7.9,T
Sonic Unleashed,PS2,2008,Platform,0.76,66,5,6.7,E10+
Avalon Code,DS,2008,Role-Playing,0.24,71,29,7.4,E10+
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,0.08,56,7,7.8,E
Crash: Mind Over Mutant,Wii,2008,Platform,0.43,70,13,6.6,E10+
Red Bull BC One,DS,2008,Misc,0.09,48,15,5.3,E
NCAA Football 09,X360,2008,Sports,0.71,83,24,7.7,E
The Incredible Hulk,X360,2008,Action,0.26,55,42,6.4,T
Left 4 Dead,X360,2008,Shooter,3.51,89,67,7.9,M
Brothers in Arms: Double Time,Wii,2008,Shooter,0.13,45,13,6.6,M
Need For Speed: Undercover,PSP,2008,Racing,0.76,52,7,6.8,T
Sid Meier's Civilization Revolution,PS3,2008,Strategy,0.78,85,39,7.7,E10+
Guitar Hero: World Tour,X360,2008,Misc,2.66,85,67,6.3,T
Mercenaries 2: World in Flames,X360,2008,Shooter,1.06,72,69,7.2,T
Guitar Hero: On Tour,DS,2008,Misc,3.46,71,70,8.8,E10+
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,0.09,39,7,6.4,T
NBA 10: The Inside,PSP,2009,Sports,0.08,69,13,3,E
MLB Front Office Manager,PS3,2009,Sports,0.08,49,8,6.5,E
Tom Clancy's HAWX,X360,2009,Action,0.58,73,64,7.3,T
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,0.73,78,11,7.7,T
X-Blades,PS3,2009,Action,0.13,50,31,5.9,M
The Whispered World,PC,2009,Adventure,0.1,70,41,7.6,E
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,0.58,71,49,7.1,E10+
Sonic and the Black Knight,Wii,2009,Platform,1.09,54,51,6.9,E10+
Brutal Legend,X360,2009,Action,0.97,82,88,8,M
Puzzle Kingdoms,DS,2009,Puzzle,0.13,64,12,6.3,E10+
Fairytale Fights,X360,2009,Action,0.17,51,47,6.2,M
Tom Clancy's HAWX,PS3,2009,Action,0.56,74,35,8.1,T
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,0.89,70,25,7.1,E10+
Guitar Hero 5,PS3,2009,Misc,1.09,86,54,5.7,T
Guitar Hero 5,PS2,2009,Misc,1.12,71,4,2.6,T
Call of Duty: Modern Warfare 2,PC,2009,Shooter,0.88,86,40,4.2,M
Skate 2,X360,2009,Sports,1.09,84,70,8,T
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,1.17,81,38,8.1,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,0.06,41,4,2.4,E10+
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,0.73,74,48,7.3,T
